r,st,interconnect,transgrp,transreg,nercr,hurdlereg
p39133,OH,eastern,PJM_East,PJM,PJM,PJM
p39135,OH,eastern,PJM_East,PJM,PJM,PJM
p39137,OH,eastern,PJM_East,PJM,PJM,PJM
p39139,OH,eastern,PJM_East,PJM,PJM,PJM
p39141,OH,eastern,PJM_East,PJM,PJM,PJM
p39143,OH,eastern,PJM_East,PJM,PJM,PJM
p39145,OH,eastern,PJM_East,PJM,PJM,PJM
p39147,OH,eastern,PJM_East,PJM,PJM,PJM
p39149,OH,eastern,PJM_East,PJM,PJM,PJM
p39151,OH,eastern,PJM_East,PJM,PJM,PJM
p39153,OH,eastern,PJM_East,PJM,PJM,PJM
p39155,OH,eastern,PJM_East,PJM,PJM,PJM
p39157,OH,eastern,PJM_East,PJM,PJM,PJM
p39159,OH,eastern,PJM_East,PJM,PJM,PJM
p39161,OH,eastern,PJM_East,PJM,PJM,PJM
p39163,OH,eastern,PJM_East,PJM,PJM,PJM
p39165,OH,eastern,PJM_East,PJM,PJM,PJM
p39167,OH,eastern,PJM_East,PJM,PJM,PJM
p39169,OH,eastern,PJM_East,PJM,PJM,PJM
p39171,OH,eastern,PJM_East,PJM,PJM,PJM
p39173,OH,eastern,PJM_East,PJM,PJM,PJM
p39175,OH,eastern,PJM_East,PJM,PJM,PJM
p42001,PA,eastern,PJM_East,PJM,PJM,PJM
p42003,PA,eastern,PJM_East,PJM,PJM,PJM
p42005,PA,eastern,PJM_East,PJM,PJM,PJM
p42007,PA,eastern,PJM_East,PJM,PJM,PJM
p42009,PA,eastern,PJM_East,PJM,PJM,PJM
p42011,PA,eastern,PJM_East,PJM,PJM,PJM
p42013,PA,eastern,PJM_East,PJM,PJM,PJM
p42015,PA,eastern,PJM_East,PJM,PJM,PJM
p42017,PA,eastern,PJM_East,PJM,PJM,PJM
p42019,PA,eastern,PJM_East,PJM,PJM,PJM
p42021,PA,eastern,PJM_East,PJM,PJM,PJM
p42023,PA,eastern,PJM_East,PJM,PJM,PJM
p42025,PA,eastern,PJM_East,PJM,PJM,PJM
p42027,PA,eastern,PJM_East,PJM,PJM,PJM
p42029,PA,eastern,PJM_East,PJM,PJM,PJM
p42031,PA,eastern,PJM_East,PJM,PJM,PJM
p42033,PA,eastern,PJM_East,PJM,PJM,PJM
p42035,PA,eastern,PJM_East,PJM,PJM,PJM
p42037,PA,eastern,PJM_East,PJM,PJM,PJM
p42039,PA,eastern,PJM_East,PJM,PJM,PJM
p42041,PA,eastern,PJM_East,PJM,PJM,PJM
p42043,PA,eastern,PJM_East,PJM,PJM,PJM
p42045,PA,eastern,PJM_East,PJM,PJM,PJM
p42047,PA,eastern,PJM_East,PJM,PJM,PJM
p42049,PA,eastern,PJM_East,PJM,PJM,PJM
p42051,PA,eastern,PJM_East,PJM,PJM,PJM
p42053,PA,eastern,PJM_East,PJM,PJM,PJM
p42055,PA,eastern,PJM_East,PJM,PJM,PJM
p42057,PA,eastern,PJM_East,PJM,PJM,PJM
p42059,PA,eastern,PJM_East,PJM,PJM,PJM
p42061,PA,eastern,PJM_East,PJM,PJM,PJM
p42063,PA,eastern,PJM_East,PJM,PJM,PJM
p42065,PA,eastern,PJM_East,PJM,PJM,PJM
p42067,PA,eastern,PJM_East,PJM,PJM,PJM
p42069,PA,eastern,PJM_East,PJM,PJM,PJM
p42071,PA,eastern,PJM_East,PJM,PJM,PJM
p42073,PA,eastern,PJM_East,PJM,PJM,PJM
p42075,PA,eastern,PJM_East,PJM,PJM,PJM
p42077,PA,eastern,PJM_East,PJM,PJM,PJM
p42079,PA,eastern,PJM_East,PJM,PJM,PJM
p42081,PA,eastern,PJM_East,PJM,PJM,PJM
p42083,PA,eastern,PJM_East,PJM,PJM,PJM
p42085,PA,eastern,PJM_East,PJM,PJM,PJM
p42087,PA,eastern,PJM_East,PJM,PJM,PJM
p42089,PA,eastern,PJM_East,PJM,PJM,PJM
p42091,PA,eastern,PJM_East,PJM,PJM,PJM
p42093,PA,eastern,PJM_East,PJM,PJM,PJM
p42095,PA,eastern,PJM_East,PJM,PJM,PJM
p42097,PA,eastern,PJM_East,PJM,PJM,PJM
p42099,PA,eastern,PJM_East,PJM,PJM,PJM
p42101,PA,eastern,PJM_East,PJM,PJM,PJM
p42103,PA,eastern,PJM_East,PJM,PJM,PJM
p42105,PA,eastern,PJM_East,PJM,PJM,PJM
p42107,PA,eastern,PJM_East,PJM,PJM,PJM
p42109,PA,eastern,PJM_East,PJM,PJM,PJM
p42111,PA,eastern,PJM_East,PJM,PJM,PJM
p42113,PA,eastern,PJM_East,PJM,PJM,PJM
p42115,PA,eastern,PJM_East,PJM,PJM,PJM
p42117,PA,eastern,PJM_East,PJM,PJM,PJM
p42119,PA,eastern,PJM_East,PJM,PJM,PJM
p42121,PA,eastern,PJM_East,PJM,PJM,PJM
p42123,PA,eastern,PJM_East,PJM,PJM,PJM
p42125,PA,eastern,PJM_East,PJM,PJM,PJM
p42127,PA,eastern,PJM_East,PJM,PJM,PJM
p42129,PA,eastern,PJM_East,PJM,PJM,PJM
p42131,PA,eastern,PJM_East,PJM,PJM,PJM
p42133,PA,eastern,PJM_East,PJM,PJM,PJM
p47001,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47003,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47005,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47007,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47009,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47011,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47013,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47015,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47017,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47019,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47021,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47023,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47025,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47027,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47029,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47031,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47033,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47035,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47037,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47039,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47041,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47043,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47045,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47047,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47049,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47051,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47053,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47055,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47057,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47059,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47061,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47063,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47065,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47067,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47069,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47071,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47073,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47075,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47077,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47079,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47081,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47083,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47085,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47087,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47089,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47091,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47093,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47095,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47097,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47099,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47101,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47103,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47105,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47107,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47109,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47111,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47113,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47115,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47117,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47119,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47121,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47123,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47125,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47127,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47129,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47131,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47133,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47135,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47137,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47139,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47141,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47143,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47145,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47147,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47149,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47151,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47153,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47155,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47157,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47159,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47161,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47163,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47165,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47167,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47169,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47171,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47173,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47175,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47177,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47179,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47181,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47183,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47185,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47187,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p47189,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p51001,VA,eastern,PJM_East,PJM,PJM,PJM
p51003,VA,eastern,PJM_East,PJM,PJM,PJM
p51005,VA,eastern,PJM_East,PJM,PJM,PJM
p51007,VA,eastern,PJM_East,PJM,PJM,PJM
p51009,VA,eastern,PJM_East,PJM,PJM,PJM
p51011,VA,eastern,PJM_East,PJM,PJM,PJM
p51013,VA,eastern,PJM_East,PJM,PJM,PJM
p51015,VA,eastern,PJM_East,PJM,PJM,PJM
p51017,VA,eastern,PJM_East,PJM,PJM,PJM
p51019,VA,eastern,PJM_East,PJM,PJM,PJM
p51021,VA,eastern,PJM_East,PJM,PJM,PJM
p51023,VA,eastern,PJM_East,PJM,PJM,PJM
p51025,VA,eastern,PJM_East,PJM,PJM,PJM
p51027,VA,eastern,PJM_East,PJM,PJM,PJM
p51029,VA,eastern,PJM_East,PJM,PJM,PJM
p51031,VA,eastern,PJM_East,PJM,PJM,PJM
p51033,VA,eastern,PJM_East,PJM,PJM,PJM
p51035,VA,eastern,PJM_East,PJM,PJM,PJM
p51036,VA,eastern,PJM_East,PJM,PJM,PJM
p51037,VA,eastern,PJM_East,PJM,PJM,PJM
p51041,VA,eastern,PJM_East,PJM,PJM,PJM
p51043,VA,eastern,PJM_East,PJM,PJM,PJM
p51045,VA,eastern,PJM_East,PJM,PJM,PJM
p51047,VA,eastern,PJM_East,PJM,PJM,PJM
p51049,VA,eastern,PJM_East,PJM,PJM,PJM
p51051,VA,eastern,PJM_East,PJM,PJM,PJM
p51053,VA,eastern,PJM_East,PJM,PJM,PJM
p51057,VA,eastern,PJM_East,PJM,PJM,PJM
p51059,VA,eastern,PJM_East,PJM,PJM,PJM
p51061,VA,eastern,PJM_East,PJM,PJM,PJM
p51063,VA,eastern,PJM_East,PJM,PJM,PJM
p51065,VA,eastern,PJM_East,PJM,PJM,PJM
p51067,VA,eastern,PJM_East,PJM,PJM,PJM
p51069,VA,eastern,PJM_East,PJM,PJM,PJM
p51071,VA,eastern,PJM_East,PJM,PJM,PJM
p51073,VA,eastern,PJM_East,PJM,PJM,PJM
p51075,VA,eastern,PJM_East,PJM,PJM,PJM
p51077,VA,eastern,PJM_East,PJM,PJM,PJM
p51079,VA,eastern,PJM_East,PJM,PJM,PJM
p51081,VA,eastern,PJM_East,PJM,PJM,PJM
p51083,VA,eastern,PJM_East,PJM,PJM,PJM
p51085,VA,eastern,PJM_East,PJM,PJM,PJM
p51087,VA,eastern,PJM_East,PJM,PJM,PJM
p51089,VA,eastern,PJM_East,PJM,PJM,PJM
p51091,VA,eastern,PJM_East,PJM,PJM,PJM
p51093,VA,eastern,PJM_East,PJM,PJM,PJM
p51095,VA,eastern,PJM_East,PJM,PJM,PJM
p51097,VA,eastern,PJM_East,PJM,PJM,PJM
p51099,VA,eastern,PJM_East,PJM,PJM,PJM
p51101,VA,eastern,PJM_East,PJM,PJM,PJM
p51103,VA,eastern,PJM_East,PJM,PJM,PJM
p51105,VA,eastern,PJM_East,PJM,PJM,PJM
p51107,VA,eastern,PJM_East,PJM,PJM,PJM
p51109,VA,eastern,PJM_East,PJM,PJM,PJM
p51111,VA,eastern,PJM_East,PJM,PJM,PJM
p51113,VA,eastern,PJM_East,PJM,PJM,PJM
p51115,VA,eastern,PJM_East,PJM,PJM,PJM
p51117,VA,eastern,PJM_East,PJM,PJM,PJM
p51119,VA,eastern,PJM_East,PJM,PJM,PJM
p51121,VA,eastern,PJM_East,PJM,PJM,PJM
p51125,VA,eastern,PJM_East,PJM,PJM,PJM
p51127,VA,eastern,PJM_East,PJM,PJM,PJM
p51131,VA,eastern,PJM_East,PJM,PJM,PJM
p51133,VA,eastern,PJM_East,PJM,PJM,PJM
p51135,VA,eastern,PJM_East,PJM,PJM,PJM
p51137,VA,eastern,PJM_East,PJM,PJM,PJM
p51139,VA,eastern,PJM_East,PJM,PJM,PJM
p51141,VA,eastern,PJM_East,PJM,PJM,PJM
p51143,VA,eastern,PJM_East,PJM,PJM,PJM
p51145,VA,eastern,PJM_East,PJM,PJM,PJM
p51147,VA,eastern,PJM_East,PJM,PJM,PJM
p51149,VA,eastern,PJM_East,PJM,PJM,PJM
p51153,VA,eastern,PJM_East,PJM,PJM,PJM
p51155,VA,eastern,PJM_East,PJM,PJM,PJM
p51157,VA,eastern,PJM_East,PJM,PJM,PJM
p51159,VA,eastern,PJM_East,PJM,PJM,PJM
p51161,VA,eastern,PJM_East,PJM,PJM,PJM
p51163,VA,eastern,PJM_East,PJM,PJM,PJM
p51165,VA,eastern,PJM_East,PJM,PJM,PJM
p51167,VA,eastern,PJM_East,PJM,PJM,PJM
p51169,VA,eastern,PJM_East,PJM,PJM,PJM
p51171,VA,eastern,PJM_East,PJM,PJM,PJM
p51173,VA,eastern,PJM_East,PJM,PJM,PJM
p51175,VA,eastern,PJM_East,PJM,PJM,PJM
p51177,VA,eastern,PJM_East,PJM,PJM,PJM
p51179,VA,eastern,PJM_East,PJM,PJM,PJM
p51181,VA,eastern,PJM_East,PJM,PJM,PJM
p51183,VA,eastern,PJM_East,PJM,PJM,PJM
p51185,VA,eastern,PJM_East,PJM,PJM,PJM
p51187,VA,eastern,PJM_East,PJM,PJM,PJM
p51191,VA,eastern,PJM_East,PJM,PJM,PJM
p51193,VA,eastern,PJM_East,PJM,PJM,PJM
p51195,VA,eastern,PJM_East,PJM,PJM,PJM
p51197,VA,eastern,PJM_East,PJM,PJM,PJM
p51199,VA,eastern,PJM_East,PJM,PJM,PJM
p51510,VA,eastern,PJM_East,PJM,PJM,PJM
p51520,VA,eastern,PJM_East,PJM,PJM,PJM
p51530,VA,eastern,PJM_East,PJM,PJM,PJM
p51540,VA,eastern,PJM_East,PJM,PJM,PJM
p51550,VA,eastern,PJM_East,PJM,PJM,PJM
p51570,VA,eastern,PJM_East,PJM,PJM,PJM
p51580,VA,eastern,PJM_East,PJM,PJM,PJM
p51590,VA,eastern,PJM_East,PJM,PJM,PJM
p51595,VA,eastern,PJM_East,PJM,PJM,PJM
p51600,VA,eastern,PJM_East,PJM,PJM,PJM
p51610,VA,eastern,PJM_East,PJM,PJM,PJM
p51620,VA,eastern,PJM_East,PJM,PJM,PJM
p51630,VA,eastern,PJM_East,PJM,PJM,PJM
p51640,VA,eastern,PJM_East,PJM,PJM,PJM
p51650,VA,eastern,PJM_East,PJM,PJM,PJM
p51660,VA,eastern,PJM_East,PJM,PJM,PJM
p51670,VA,eastern,PJM_East,PJM,PJM,PJM
p51678,VA,eastern,PJM_East,PJM,PJM,PJM
p51680,VA,eastern,PJM_East,PJM,PJM,PJM
p51683,VA,eastern,PJM_East,PJM,PJM,PJM
p51685,VA,eastern,PJM_East,PJM,PJM,PJM
p51690,VA,eastern,PJM_East,PJM,PJM,PJM
p51700,VA,eastern,PJM_East,PJM,PJM,PJM
p51710,VA,eastern,PJM_East,PJM,PJM,PJM
p51720,VA,eastern,PJM_East,PJM,PJM,PJM
p51730,VA,eastern,PJM_East,PJM,PJM,PJM
p51735,VA,eastern,PJM_East,PJM,PJM,PJM
p51740,VA,eastern,PJM_East,PJM,PJM,PJM
p51750,VA,eastern,PJM_East,PJM,PJM,PJM
p51760,VA,eastern,PJM_East,PJM,PJM,PJM
p51770,VA,eastern,PJM_East,PJM,PJM,PJM
p51775,VA,eastern,PJM_East,PJM,PJM,PJM
p51790,VA,eastern,PJM_East,PJM,PJM,PJM
p51800,VA,eastern,PJM_East,PJM,PJM,PJM
p51810,VA,eastern,PJM_East,PJM,PJM,PJM
p51820,VA,eastern,PJM_East,PJM,PJM,PJM
p51830,VA,eastern,PJM_East,PJM,PJM,PJM
p51840,VA,eastern,PJM_East,PJM,PJM,PJM
p54001,WV,eastern,PJM_East,PJM,PJM,PJM
p54003,WV,eastern,PJM_East,PJM,PJM,PJM
p54005,WV,eastern,PJM_East,PJM,PJM,PJM
p54007,WV,eastern,PJM_East,PJM,PJM,PJM
p54009,WV,eastern,PJM_East,PJM,PJM,PJM
p54011,WV,eastern,PJM_East,PJM,PJM,PJM
p54013,WV,eastern,PJM_East,PJM,PJM,PJM
p54015,WV,eastern,PJM_East,PJM,PJM,PJM
p54017,WV,eastern,PJM_East,PJM,PJM,PJM
p54019,WV,eastern,PJM_East,PJM,PJM,PJM
p54021,WV,eastern,PJM_East,PJM,PJM,PJM
p54023,WV,eastern,PJM_East,PJM,PJM,PJM
p54025,WV,eastern,PJM_East,PJM,PJM,PJM
p54027,WV,eastern,PJM_East,PJM,PJM,PJM
p54029,WV,eastern,PJM_East,PJM,PJM,PJM
p54031,WV,eastern,PJM_East,PJM,PJM,PJM
p54033,WV,eastern,PJM_East,PJM,PJM,PJM
p54035,WV,eastern,PJM_East,PJM,PJM,PJM
p54037,WV,eastern,PJM_East,PJM,PJM,PJM
p54039,WV,eastern,PJM_East,PJM,PJM,PJM
p54041,WV,eastern,PJM_East,PJM,PJM,PJM
p54043,WV,eastern,PJM_East,PJM,PJM,PJM
p54045,WV,eastern,PJM_East,PJM,PJM,PJM
p54047,WV,eastern,PJM_East,PJM,PJM,PJM
p54049,WV,eastern,PJM_East,PJM,PJM,PJM
p54051,WV,eastern,PJM_East,PJM,PJM,PJM
p54053,WV,eastern,PJM_East,PJM,PJM,PJM
p54055,WV,eastern,PJM_East,PJM,PJM,PJM
p54057,WV,eastern,PJM_East,PJM,PJM,PJM
p54059,WV,eastern,PJM_East,PJM,PJM,PJM
p54061,WV,eastern,PJM_East,PJM,PJM,PJM
p54063,WV,eastern,PJM_East,PJM,PJM,PJM
p54065,WV,eastern,PJM_East,PJM,PJM,PJM
p54067,WV,eastern,PJM_East,PJM,PJM,PJM
p54069,WV,eastern,PJM_East,PJM,PJM,PJM
p54071,WV,eastern,PJM_East,PJM,PJM,PJM
p54073,WV,eastern,PJM_East,PJM,PJM,PJM
p54075,WV,eastern,PJM_East,PJM,PJM,PJM
p54077,WV,eastern,PJM_East,PJM,PJM,PJM
p54079,WV,eastern,PJM_East,PJM,PJM,PJM
p54081,WV,eastern,PJM_East,PJM,PJM,PJM
p54083,WV,eastern,PJM_East,PJM,PJM,PJM
p54085,WV,eastern,PJM_East,PJM,PJM,PJM
p54087,WV,eastern,PJM_East,PJM,PJM,PJM
p54089,WV,eastern,PJM_East,PJM,PJM,PJM
p54091,WV,eastern,PJM_East,PJM,PJM,PJM
p54093,WV,eastern,PJM_East,PJM,PJM,PJM
p54095,WV,eastern,PJM_East,PJM,PJM,PJM
p54097,WV,eastern,PJM_East,PJM,PJM,PJM
p54099,WV,eastern,PJM_East,PJM,PJM,PJM
p54101,WV,eastern,PJM_East,PJM,PJM,PJM
p54103,WV,eastern,PJM_East,PJM,PJM,PJM
p54105,WV,eastern,PJM_East,PJM,PJM,PJM
p54107,WV,eastern,PJM_East,PJM,PJM,PJM
p54109,WV,eastern,PJM_East,PJM,PJM,PJM
p55001,WI,eastern,MISO_North,MISO,MISO,MISO
p55003,WI,eastern,MISO_North,MISO,MISO,MISO
p55005,WI,eastern,MISO_North,MISO,MISO,MISO
p55007,WI,eastern,MISO_North,MISO,MISO,MISO
p55009,WI,eastern,MISO_North,MISO,MISO,MISO
p55011,WI,eastern,MISO_North,MISO,MISO,MISO
p55013,WI,eastern,MISO_North,MISO,MISO,MISO
p55015,WI,eastern,MISO_North,MISO,MISO,MISO
p55017,WI,eastern,MISO_North,MISO,MISO,MISO
p55019,WI,eastern,MISO_North,MISO,MISO,MISO
p55021,WI,eastern,MISO_North,MISO,MISO,MISO
p55023,WI,eastern,MISO_North,MISO,MISO,MISO
p55025,WI,eastern,MISO_North,MISO,MISO,MISO
p55027,WI,eastern,MISO_North,MISO,MISO,MISO
p55029,WI,eastern,MISO_North,MISO,MISO,MISO
p55031,WI,eastern,MISO_North,MISO,MISO,MISO
p55033,WI,eastern,MISO_North,MISO,MISO,MISO
p55035,WI,eastern,MISO_North,MISO,MISO,MISO
p55037,WI,eastern,MISO_North,MISO,MISO,MISO
p55039,WI,eastern,MISO_North,MISO,MISO,MISO
p55041,WI,eastern,MISO_North,MISO,MISO,MISO
p55043,WI,eastern,MISO_North,MISO,MISO,MISO
p55045,WI,eastern,MISO_North,MISO,MISO,MISO
p55047,WI,eastern,MISO_North,MISO,MISO,MISO
p55049,WI,eastern,MISO_North,MISO,MISO,MISO
p55051,WI,eastern,MISO_North,MISO,MISO,MISO
p55053,WI,eastern,MISO_North,MISO,MISO,MISO
p55055,WI,eastern,MISO_North,MISO,MISO,MISO
p55057,WI,eastern,MISO_North,MISO,MISO,MISO
p55059,WI,eastern,MISO_North,MISO,MISO,MISO
p55061,WI,eastern,MISO_North,MISO,MISO,MISO
p55063,WI,eastern,MISO_North,MISO,MISO,MISO
p55065,WI,eastern,MISO_North,MISO,MISO,MISO
p55067,WI,eastern,MISO_North,MISO,MISO,MISO
p55069,WI,eastern,MISO_North,MISO,MISO,MISO
p55071,WI,eastern,MISO_North,MISO,MISO,MISO
p55073,WI,eastern,MISO_North,MISO,MISO,MISO
p55075,WI,eastern,MISO_North,MISO,MISO,MISO
p55077,WI,eastern,MISO_North,MISO,MISO,MISO
p55078,WI,eastern,MISO_North,MISO,MISO,MISO
p55079,WI,eastern,MISO_North,MISO,MISO,MISO
p55081,WI,eastern,MISO_North,MISO,MISO,MISO
p55083,WI,eastern,MISO_North,MISO,MISO,MISO
p55085,WI,eastern,MISO_North,MISO,MISO,MISO
p55087,WI,eastern,MISO_North,MISO,MISO,MISO
p55089,WI,eastern,MISO_North,MISO,MISO,MISO
p55091,WI,eastern,MISO_North,MISO,MISO,MISO
p55093,WI,eastern,MISO_North,MISO,MISO,MISO
p55095,WI,eastern,MISO_North,MISO,MISO,MISO
p55097,WI,eastern,MISO_North,MISO,MISO,MISO
p55099,WI,eastern,MISO_North,MISO,MISO,MISO
p55101,WI,eastern,MISO_North,MISO,MISO,MISO
p55103,WI,eastern,MISO_North,MISO,MISO,MISO
p55105,WI,eastern,MISO_North,MISO,MISO,MISO
p55107,WI,eastern,MISO_North,MISO,MISO,MISO
p55109,WI,eastern,MISO_North,MISO,MISO,MISO
p55111,WI,eastern,MISO_North,MISO,MISO,MISO
p55113,WI,eastern,MISO_North,MISO,MISO,MISO
p55115,WI,eastern,MISO_North,MISO,MISO,MISO
p55117,WI,eastern,MISO_North,MISO,MISO,MISO
p55119,WI,eastern,MISO_North,MISO,MISO,MISO
p55121,WI,eastern,MISO_North,MISO,MISO,MISO
p55123,WI,eastern,MISO_North,MISO,MISO,MISO
p55125,WI,eastern,MISO_North,MISO,MISO,MISO
p55127,WI,eastern,MISO_North,MISO,MISO,MISO
p55129,WI,eastern,MISO_North,MISO,MISO,MISO
p55131,WI,eastern,MISO_North,MISO,MISO,MISO
p55133,WI,eastern,MISO_North,MISO,MISO,MISO
p55135,WI,eastern,MISO_North,MISO,MISO,MISO
p55137,WI,eastern,MISO_North,MISO,MISO,MISO
